Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Rice,2018,Summer     ,West Bengal,1279500,4615344,2012.6,207534900,447825,3.45952381
Rice,2018,Winter     ,West Bengal,4002092,11282409,2012.6,649139322.4,1400732.2,2.744545455
Safflower,2018,Kharif     ,West Bengal,6,4,2012.6,973.2,2.1,0.67
Sannhamp,2018,Kharif     ,West Bengal,434,1705,2012.6,70394.8,151.9,4.336
Sesamum,2018,Autumn     ,West Bengal,1144,741,2012.6,185556.8,400.4,0.7925
Sesamum,2018,Summer     ,West Bengal,238159,229396,2012.6,38629389.8,83355.65,0.911904762
Sesamum,2018,Winter     ,West Bengal,484,349,2012.6,78504.8,169.4,0.72
Small millets,2018,Autumn     ,West Bengal,261,256,2012.6,42334.2,91.35,0.696666667
Small millets,2018,Rabi       ,West Bengal,5160,6913,2012.6,836952,1806,1.405
Soyabean,2018,Kharif     ,West Bengal,416,334,2012.6,67475.2,145.6,1.036666667
Sugarcane,2018,Whole Year ,West Bengal,18805,1588816,2012.6,3050171,6581.75,84.535
Sunflower,2018,Kharif     ,West Bengal,8454,8050,2012.6,1371238.8,2958.9,1.173529412
Tobacco,2018,Whole Year ,West Bengal,14691,21967,2012.6,2382880.2,5141.85,1.556666667
Urad,2018,Kharif     ,West Bengal,66685,43811,2012.6,10816307,23339.75,0.5755
Urad,2018,Rabi       ,West Bengal,8186,8056,2012.6,1327769.2,2865.1,0.727
Wheat,2018,Rabi       ,West Bengal,112147,337751,2012.6,18190243.4,39251.45,2.483
Arhar/Tur,2019,Kharif     ,Arunachal Pradesh,819,712,2433.3,140671.44,303.03,0.872777778
Dry chillies,2019,Whole Year ,Arunachal Pradesh,3645,10498,2433.3,626065.2,1348.65,2.842
Ginger,2019,Whole Year ,Arunachal Pradesh,7900,55474,2433.3,1356904,2923,6.1016
Groundnut,2019,Kharif     ,Arunachal Pradesh,923,905,2433.3,158534.48,341.51,1.26
Maize,2019,Kharif     ,Arunachal Pradesh,51100,79205,2433.3,8776936,18907,1.6756
Masoor,2019,Rabi       ,Arunachal Pradesh,454,356,2433.3,77979.04,167.98,0.923846154
Moong(Green Gram),2019,Kharif     ,Arunachal Pradesh,1318,1354,2433.3,226379.68,487.66,1.121904762
Other  Rabi pulses,2019,Rabi       ,Arunachal Pradesh,1273,824,2433.3,218650.48,471.01,0.711052632
Other Kharif pulses,2019,Kharif     ,Arunachal Pradesh,2506,2346,2433.3,430430.56,927.22,0.9816
Peas & beans (Pulses),2019,Kharif     ,Arunachal Pradesh,674,688,2433.3,115766.24,249.38,1.056956522
Peas & beans (Pulses),2019,Rabi       ,Arunachal Pradesh,3704,5432,2433.3,636199.04,1370.48,1.773333333
Potato,2019,Whole Year ,Arunachal Pradesh,6200,44950,2433.3,1064912,2294,6.8024
Rapeseed &Mustard,2019,Rabi       ,Arunachal Pradesh,28261,28791,2433.3,4854109.36,10456.57,1.221666667
Rice,2019,Kharif     ,Arunachal Pradesh,133500,244741,2433.3,22929960,49395,1.7792
Sesamum,2019,Kharif     ,Arunachal Pradesh,2058,1835,2433.3,353482.08,761.46,0.847619048
Small millets,2019,Kharif     ,Arunachal Pradesh,26790,27460,2433.3,4601450.4,9912.3,1.0152
Soyabean,2019,Kharif     ,Arunachal Pradesh,3137,4447,2433.3,538811.12,1160.69,1.499583333
Sugarcane,2019,Whole Year ,Arunachal Pradesh,2146,46139,2433.3,368596.96,794.02,23.74764706
Sunflower,2019,Kharif     ,Arunachal Pradesh,574,469,2433.3,98590.24,212.38,0.836153846
Turmeric,2019,Whole Year ,Arunachal Pradesh,835,3758,2433.3,143419.6,308.95,4.297692308
Urad,2019,Kharif     ,Arunachal Pradesh,1148,1039,2433.3,197180.48,424.76,0.998695652
Urad,2019,Rabi       ,Arunachal Pradesh,1454,1400,2433.3,249739.04,537.98,1.089130435
Wheat,2019,Rabi       ,Arunachal Pradesh,3930,7742,2433.3,675016.8,1454.1,2.168333333
other oilseeds,2019,Kharif     ,Arunachal Pradesh,717,650,2433.3,123151.92,265.29,1.116666667
Arhar/Tur,2019,Kharif     ,Bihar,16754,28157,1194.7,2877667.04,6198.98,1.631176471
Bajra,2019,Kharif     ,Bihar,3159,3582,1194.7,542589.84,1168.83,1.1325
Barley,2019,Rabi       ,Bihar,7449,10201,1194.7,1279440.24,2756.13,1.295416667
Castor seed,2019,Kharif     ,Bihar,87,84,1194.7,14943.12,32.19,0.992
Coriander,2019,Whole Year ,Bihar,2229,2010,1194.7,382853.04,824.73,0.911818182
Garlic,2019,Whole Year ,Bihar,1650,2452,1194.7,283404,610.5,1.508181818
Ginger,2019,Whole Year ,Bihar,381,706,1194.7,65440.56,140.97,1.888888889
Gram,2019,Rabi       ,Bihar,52802,38529,1194.7,9069271.52,19536.74,0.751851852
Groundnut,2019,Kharif     ,Bihar,841,858,1194.7,144450.16,311.17,1.008
Horse-gram,2019,Kharif     ,Bihar,8077,7456,1194.7,1387305.52,2988.49,0.91875
Jowar,2019,Kharif     ,Bihar,631,673,1194.7,108380.56,233.47,1.0825
Jute,2019,Kharif     ,Bihar,48390,509650,1194.7,8311466.4,17904.3,13.32
Khesari,2019,Rabi       ,Bihar,43784,33287,1194.7,7520339.84,16200.08,0.767878788
Linseed,2019,Rabi       ,Bihar,8254,6974,1194.7,1417707.04,3053.98,0.849655172
Maize,2019,Autumn     ,Bihar,209307,434878,1194.7,35950570.32,77443.59,2.31625
Maize,2019,Rabi       ,Bihar,301268,2279174,1194.7,51745791.68,111469.16,5.7365625
Maize,2019,Summer     ,Bihar,162563,781348,1194.7,27921820.88,60148.31,4.237941176
Masoor,2019,Rabi       ,Bihar,143046,90159,1194.7,24569580.96,52927.02,0.773421053
Mesta,2019,Kharif     ,Bihar,13697,27956,1194.7,2352596.72,5067.89,2.530769231
Moong(Green Gram),2019,Kharif     ,Bihar,7383,4637,1194.7,1268104.08,2731.71,0.707307692
Moong(Green Gram),2019,Summer     ,Bihar,158285,105406,1194.7,27187031.6,58565.45,0.705789474
Onion,2019,Rabi       ,Bihar,12965,173086,1194.7,2226868.4,4797.05,12.60526316
Other  Rabi pulses,2019,Rabi       ,Bihar,1091,1096,1194.7,187390.16,403.67,1.002307692
Other Kharif pulses,2019,Kharif     ,Bihar,1684,1340,1194.7,289243.84,623.08,0.8475
Peas & beans (Pulses),2019,Rabi       ,Bihar,17378,18059,1194.7,2984845.28,6429.86,1.01625
Potato,2019,Rabi       ,Bihar,82888,1139389,1194.7,14236842.88,30668.56,13.67526316
Potato,2019,Winter     ,Bihar,74181,1071615,1194.7,12741328.56,27446.97,14.46027778
Ragi,2019,Kharif     ,Bihar,2755,2193,1194.7,473198.8,1019.35,0.845238095
Rapeseed &Mustard,2019,Rabi       ,Bihar,75240,89345,1194.7,12923222.4,27838.8,1.111351351
Rice,2019,Autumn     ,Bihar,443965,727611,1194.7,76255428.4,164267.05,1.759583333
Rice,2019,Summer     ,Bihar,60399,128812,1194.7,10374132.24,22347.63,2.142857143
Rice,2019,Winter     ,Bihar,2593026,6096095,1194.7,445378145.8,959419.62,2.173157895
Safflower,2019,Rabi       ,Bihar,85,69,1194.7,14599.6,31.45,0.81
Sannhamp,2019,Kharif     ,Bihar,900,727,1194.7,154584,333,0.835625
Sesamum,2019,Kharif     ,Bihar,1299,1138,1194.7,223116.24,480.63,0.894347826
Small millets,2019,Kharif     ,Bihar,2049,1546,1194.7,351936.24,758.13,0.801666667
Soyabean,2019,Kharif     ,Bihar,19600,14779,1194.7,3366496,7252,0.75
Sugarcane,2019,Whole Year ,Bihar,223892,13578832,1194.7,38455689.92,82840.04,61.77419355
Sunflower,2019,Rabi       ,Bihar,8081,11485,1194.7,1387992.56,2989.97,1.3785
Tobacco,2019,Whole Year ,Bihar,10266,18027,1194.7,1763288.16,3798.42,1.7575
Turmeric,2019,Whole Year ,Bihar,2834,2889,1194.7,486767.84,1048.58,1.008
Urad,2019,Kharif     ,Bihar,7102,6289,1194.7,1219839.52,2627.74,0.890833333
Wheat,2019,Rabi       ,Bihar,2150180,5579348,1194.7,369314916.8,795566.6,2.569473684
Arhar/Tur,2019,Kharif     ,Chhattisgarh,35774,22466,1420.3,6144542.24,13236.38,0.585714286
Bajra,2019,Kharif     ,Chhattisgarh,96,50,1420.3,16488.96,35.52,0.696
Bajra,2019,Whole Year ,Chhattisgarh,2008,32314,1420.3,344894.08,742.96,17.71173913
Barley,2019,Rabi       ,Chhattisgarh,1786,1088,1420.3,306763.36,660.82,0.697272727
Castor seed,2019,Kharif     ,Chhattisgarh,12,4,1420.3,2061.12,4.44,0.3575
Coconut ,2019,Whole Year ,Chhattisgarh,55,0,1420.3,9446.8,20.35,0
Coriander,2019,Whole Year ,Chhattisgarh,1431,398,1420.3,245788.56,529.47,0.264444444
Cotton(lint),2019,Whole Year ,Chhattisgarh,2692,4921,1420.3,462377.92,996.04,2.145714286
Dry chillies,2019,Whole Year ,Chhattisgarh,4913,2948,1420.3,843856.88,1817.81,0.609285714
Garlic,2019,Whole Year ,Chhattisgarh,1091,2831,1420.3,187390.16,403.67,3.193846154
Ginger,2019,Whole Year ,Chhattisgarh,1162,1503,1420.3,199585.12,429.94,1.413181818
Gram,2019,Rabi       ,Chhattisgarh,419934,105823,1420.3,72127863.84,155375.58,0.397407407
Groundnut,2019,Kharif     ,Chhattisgarh,22102,33683,1420.3,3796239.52,8177.74,1.49
Horse-gram,2019,Kharif     ,Chhattisgarh,25983,10152,1420.3,4462840.08,9613.71,0.406956522
Horse-gram,2019,Rabi       ,Chhattisgarh,345,99,1420.3,59257.2,127.65,0.262727273
Jowar,2019,Whole Year ,Chhattisgarh,1966,2535,1420.3,337680.16,727.42,1.22
Jute,2019,Kharif     ,Chhattisgarh,35,0,1420.3,6011.6,12.95,0
Khesari,2019,Rabi       ,Chhattisgarh,188588,60914,1420.3,32391874.88,69777.56,0.28125
Linseed,2019,Rabi       ,Chhattisgarh,13004,4811,1420.3,2233567.04,4811.48,0.311923077
Maize,2019,Kharif     ,Chhattisgarh,130433,406821,1420.3,22403172.08,48260.21,2.808214286
Masoor,2019,Rabi       ,Chhattisgarh,14347,4672,1420.3,2464240.72,5308.39,0.314347826
Mesta,2019,Kharif     ,Chhattisgarh,556,1116,1420.3,95498.56,205.72,2.277857143
Moong(Green Gram),2019,Kharif     ,Chhattisgarh,3554,1476,1420.3,610435.04,1314.98,0.423703704
Moong(Green Gram),2019,Rabi       ,Chhattisgarh,2728,968,1420.3,468561.28,1009.36,0.362
Moong(Green Gram),2019,Summer     ,Chhattisgarh,153,0,1420.3,26279.28,56.61,0
Niger seed,2019,Kharif     ,Chhattisgarh,36318,6893,1420.3,6237979.68,13437.66,0.192941176
Onion,2019,Whole Year ,Chhattisgarh,4395,24013,1420.3,754885.2,1626.15,5.0708
Other  Rabi pulses,2019,Rabi       ,Chhattisgarh,2772,297,1420.3,476118.72,1025.64,0.235
Other Kharif pulses,2019,Kharif     ,Chhattisgarh,4213,1173,1420.3,723624.88,1558.81,0.265
Peas & beans (Pulses),2019,Rabi       ,Chhattisgarh,11655,4479,1420.3,2001862.8,4312.35,0.362592593
Potato,2019,Kharif     ,Chhattisgarh,1741,10093,1420.3,299034.16,644.17,6.59375
Potato,2019,Rabi       ,Chhattisgarh,8937,51808,1420.3,1535019.12,3306.69,6.473913043
Ragi,2019,Kharif     ,Chhattisgarh,4466,1194,1420.3,767080.16,1652.42,0.25
Rapeseed &Mustard,2019,Rabi       ,Chhattisgarh,35026,15692,1420.3,6016065.76,12959.62,0.431428571
Rice,2019,Kharif     ,Chhattisgarh,4266022,8569367,1420.3,732731938.7,1578428.14,1.936428571
Safflower,2019,Rabi       ,Chhattisgarh,100,34,1420.3,17176,37,0.377
Sannhamp,2019,Kharif     ,Chhattisgarh,471,240,1420.3,80898.96,174.27,0.405714286
Sesamum,2019,Kharif     ,Chhattisgarh,14952,6011,1420.3,2568155.52,5532.24,0.412857143
Small millets,2019,Kharif     ,Chhattisgarh,63110,18302,1420.3,10839773.6,23350.7,0.291851852
Soyabean,2019,Kharif     ,Chhattisgarh,75112,82999,1420.3,12901237.12,27791.44,1.096428571
Sugarcane,2019,Whole Year ,Chhattisgarh,31237,699040,1420.3,5365267.12,11557.69,17.92666667
Sunflower,2019,Whole Year ,Chhattisgarh,629,295,1420.3,108037.04,232.73,0.639333333
Sweet potato,2019,Whole Year ,Chhattisgarh,1666,10107,1420.3,286152.16,616.42,6.238695652
Tobacco,2019,Whole Year ,Chhattisgarh,9,6,1420.3,1545.84,3.33,0.72
Turmeric,2019,Whole Year ,Chhattisgarh,1030,858,1420.3,176912.8,381.1,1.156923077
Urad,2019,Kharif     ,Chhattisgarh,74267,24305,1420.3,12756099.92,27478.79,0.331428571
Urad,2019,Rabi       ,Chhattisgarh,1796,539,1420.3,308480.96,664.52,0.3096
Wheat,2019,Rabi       ,Chhattisgarh,116274,135888,1420.3,19971222.24,43021.38,1.336538462
Arhar/Tur,2019,Kharif     ,Gujarat,212698,210689,1067.8,36533008.48,78698.26,1.1225
Bajra,2019,Kharif     ,Gujarat,177351,308240,1067.8,30461807.76,65619.87,1.7028
Bajra,2019,Summer     ,Gujarat,272480,782722,1067.8,46801164.8,100817.6,2.934827586
Banana,2019,Whole Year ,Gujarat,30226,2255336,1067.8,5191617.76,11183.62,73.76285714
Castor seed,2019,Kharif     ,Gujarat,736591,1432107,1067.8,126516870.2,272538.67,1.908666667
Cotton(lint),2019,Kharif     ,Gujarat,2654636,8624334,1067.8,455960279.4,982215.32,3.182
Dry chillies,2019,Whole Year ,Gujarat,1414,4419,1067.8,242868.64,523.18,3.125
Garlic,2019,Whole Year ,Gujarat,11313,81245,1067.8,1943120.88,4185.81,7.213181818
Gram,2019,Rabi       ,Gujarat,405046,636475,1067.8,69570700.96,149867.02,1.489393939
Groundnut,2019,Kharif     ,Gujarat,1629275,4503628,1067.8,279844274,602831.75,2.6478125
Groundnut,2019,Summer     ,Gujarat,59423,142226,1067.8,10206494.48,21986.51,2.36
Guar seed,2019,Kharif     ,Gujarat,144786,105726,1067.8,24868443.36,53570.82,0.816315789
Jowar,2019,Kharif     ,Gujarat,28638,43518,1067.8,4918862.88,10596.06,1.448666667
Jowar,2019,Rabi       ,Gujarat,20277,23623,1067.8,3482777.52,7502.49,1.1125
Maize,2019,Kharif     ,Gujarat,300503,449952,1067.8,51614395.28,111186.11,1.603636364
Maize,2019,Rabi       ,Gujarat,132342,333579,1067.8,22731061.92,48966.54,2.556190476
Maize,2019,Summer     ,Gujarat,5516,12676,1067.8,947428.16,2040.92,2.189
Moong(Green Gram),2019,Kharif     ,Gujarat,91512,58758,1067.8,15718101.12,33859.44,0.653571429
Moong(Green Gram),2019,Summer     ,Gujarat,43414,45370,1067.8,7456788.64,16063.18,1.031818182
Moth,2019,Kharif     ,Gujarat,11559,5336,1067.8,1985373.84,4276.83,0.453157895
Onion,2019,Rabi       ,Gujarat,41408,1211977,1067.8,7112238.08,15320.96,28.8925
Onion,2019,Summer     ,Gujarat,7176,204332,1067.8,1232549.76,2655.12,28.464
Other  Rabi pulses,2019,Rabi       ,Gujarat,35625,26665,1067.8,6118950,13181.25,0.799166667
Other Cereals,2019,Kharif     ,Gujarat,287,161,1067.8,49295.12,106.19,0.554
Other Kharif pulses,2019,Kharif     ,Gujarat,2578,1592,1067.8,442797.28,953.86,0.613333333
Potato,2019,Whole Year ,Gujarat,118353,3578238,1067.8,20328311.28,43790.61,29.24857143
Ragi,2019,Kharif     ,Gujarat,11606,10010,1067.8,1993446.56,4294.22,0.83
Rapeseed &Mustard,2019,Rabi       ,Gujarat,172618,333540,1067.8,29648867.68,63868.66,1.873636364
Rice,2019,Kharif     ,Gujarat,849599,1821136,1067.8,145927124.2,314351.63,1.948571429
Rice,2019,Summer     ,Gujarat,54751,161497,1067.8,9404031.76,20257.87,2.848571429
Sesamum,2019,Kharif     ,Gujarat,109958,56270,1067.8,18886386.08,40684.46,0.507931034
Sesamum,2019,Summer     ,Gujarat,55722,51278,1067.8,9570810.72,20617.14,0.723076923
Small millets,2019,Rabi       ,Gujarat,8179,13554,1067.8,1404825.04,3026.23,1.628571429
Soyabean,2019,Kharif     ,Gujarat,100624,132661,1067.8,17283178.24,37230.88,1.314705882
Sugarcane,2019,Whole Year ,Gujarat,160940,11569942,1067.8,27643054.4,59547.8,70.57
Tobacco,2019,Kharif     ,Gujarat,48234,94813,1067.8,8284671.84,17846.58,1.93125
Tobacco,2019,Rabi       ,Gujarat,114029,292868,1067.8,19585621.04,42190.73,2.6325
Urad,2019,Kharif     ,Gujarat,86469,52291,1067.8,14851915.44,31993.53,0.700625
Urad,2019,Summer     ,Gujarat,13456,21329,1067.8,2311202.56,4978.72,1.580625
Wheat,2019,Rabi       ,Gujarat,1393487,4553681,1067.8,239345327.1,515590.19,3.1434375
Arhar/Tur,2019,Kharif     ,Haryana,1263,1404,351.8,216932.88,467.31,1.122857143
Bajra,2019,Kharif     ,Haryana,492900,1101500,351.8,84660504,182373,2.225238095
Barley,2019,Rabi       ,Haryana,12100,46600,351.8,2078296,4477,3.988235294
Castor seed,2019,Kharif     ,Haryana,6685,4454,351.8,1148215.6,2473.45,0.765
Coriander,2019,Whole Year ,Haryana,2163.6,6291,351.8,371619.936,800.532,3.844736842
Cotton(lint),2019,Kharif     ,Haryana,723000,2463000,351.8,124182480,267510,3.106875
Garlic,2019,Whole Year ,Haryana,3096,41622,351.8,531768.96,1145.52,11.068
Ginger,2019,Whole Year ,Haryana,74,623,351.8,12710.24,27.38,10.345
Gram,2019,Rabi       ,Haryana,43970,47090,351.8,7552287.2,16268.9,1.168888889
Groundnut,2019,Kharif     ,Haryana,2725,3089,351.8,468046,1008.25,1.037777778
Guar seed,2019,Kharif     ,Haryana,135806,120845,351.8,23326038.56,50248.22,0.88625
Horse-gram,2019,Kharif     ,Haryana,425,213,351.8,72998,157.25,0.666666667
Jowar,2019,Kharif     ,Haryana,29920,15770,351.8,5139059.2,11070.4,0.639333333
Maize,2019,Kharif     ,Haryana,6050,17290,351.8,1039148,2238.5,3.085263158
Masoor,2019,Rabi       ,Haryana,879,604,351.8,150977.04,325.23,0.9
Moong(Green Gram),2019,Kharif     ,Haryana,23852,15894,351.8,4096819.52,8825.24,0.5855
Moth,2019,Kharif     ,Haryana,410,76,351.8,70421.6,151.7,0.208333333
Onion,2019,Whole Year ,Haryana,23749,610443,351.8,4079128.24,8787.13,24.54181818
Peas & beans (Pulses),2019,Kharif     ,Haryana,13744,178280,351.8,2360669.44,5085.28,13.10181818
Peas & beans (Pulses),2019,Rabi       ,Haryana,2968,3957,351.8,509783.68,1098.16,1.18
Potato,2019,Whole Year ,Haryana,38200,982400,351.8,6561232,14134,25.395
Rapeseed &Mustard,2019,Rabi       ,Haryana,636400,1142200,351.8,109308064,235468,1.796818182
Rice,2019,Kharif     ,Haryana,1558900,5194600,351.8,267756664,576793,3.048095238
Sesamum,2019,Kharif     ,Haryana,422,337,351.8,72482.72,156.14,0.823333333
Sugarcane,2019,Whole Year ,Haryana,96300,7730300,351.8,16540488,35631,78.94444444
Sunflower,2019,Kharif     ,Haryana,9050,16730,351.8,1554428,3348.5,1.7625
Turmeric,2019,Whole Year ,Haryana,1753,20304,351.8,301095.28,648.61,12.75375
Urad,2019,Kharif     ,Haryana,265,136,351.8,45516.4,98.05,0.538333333
Wheat,2019,Rabi       ,Haryana,2533800,11876900,351.8,435205488,937506,4.618181818
other oilseeds,2019,Rabi       ,Haryana,5000,7700,351.8,858800,1850,1.604
Arhar/Tur,2019,Kharif     ,Himachal Pradesh,77,50,1217.7,13225.52,28.49,0.69
Bajra,2019,Kharif     ,Himachal Pradesh,107,109,1217.7,18378.32,39.59,1.005
Barley,2019,Rabi       ,Himachal Pradesh,20404,35413,1217.7,3504591.04,7549.48,1.748181818
Coriander,2019,Rabi       ,Himachal Pradesh,130,66,1217.7,22328.8,48.1,0.575
Cotton(lint),2019,Kharif     ,Himachal Pradesh,15,7,1217.7,2576.4,5.55,0.47
Dry chillies,2019,Kharif     ,Himachal Pradesh,583,276,1217.7,100136.08,215.71,0.484
Garlic,2019,Rabi       ,Himachal Pradesh,3943,2575,1217.7,677249.68,1458.91,0.672
Ginger,2019,Kharif     ,Himachal Pradesh,2264,10675,1217.7,388864.64,837.68,3.946666667
Gram,2019,Rabi       ,Himachal Pradesh,394,421,1217.7,67673.44,145.78,1.052222222
Groundnut,2019,Kharif     ,Himachal Pradesh,44,51,1217.7,7557.44,16.28,1.0825
Horse-gram,2019,Kharif     ,Himachal Pradesh,1633,1022,1217.7,280484.08,604.21,0.613
Linseed,2019,Rabi       ,Himachal Pradesh,820,342,1217.7,140843.2,303.4,0.415
Maize,2019,Kharif     ,Himachal Pradesh,287444,744603,1217.7,49371381.44,106354.28,2.630833333
Masoor,2019,Rabi       ,Himachal Pradesh,490,454,1217.7,84162.4,181.3,0.908888889
Moong(Green Gram),2019,Kharif     ,Himachal Pradesh,117,90,1217.7,20095.92,43.29,0.74875
Moth,2019,Kharif     ,Himachal Pradesh,28,22,1217.7,4809.28,10.36,0.755
Onion,2019,Rabi       ,Himachal Pradesh,952,7050,1217.7,163515.52,352.24,7.29
Other  Rabi pulses,2019,Rabi       ,Himachal Pradesh,9080,36316,1217.7,1559580.8,3359.6,4
Other Kharif pulses,2019,Kharif     ,Himachal Pradesh,6996,6541,1217.7,1201632.96,2588.52,0.925
Peas & beans (Pulses),2019,Rabi       ,Himachal Pradesh,2565,5167,1217.7,440564.4,949.05,2.062727273
Potato,2019,Kharif     ,Himachal Pradesh,2970,24480,1217.7,510127.2,1098.9,7.22375
Potato,2019,Rabi       ,Himachal Pradesh,7156,84443,1217.7,1229114.56,2647.72,10.83
Ragi,2019,Kharif     ,Himachal Pradesh,1757,2060,1217.7,301782.32,650.09,1.0725
Rapeseed &Mustard,2019,Rabi       ,Himachal Pradesh,8605,4911,1217.7,1477994.8,3183.85,0.535454545
Rice,2019,Kharif     ,Himachal Pradesh,72620,116879,1217.7,12473211.2,26869.4,1.656363636
Sesamum,2019,Kharif     ,Himachal Pradesh,379,191,1217.7,65097.04,140.23,0.481111111
Small millets,2019,Kharif     ,Himachal Pradesh,5214,4802,1217.7,895556.64,1929.18,0.865833333
Soyabean,2019,Kharif     ,Himachal Pradesh,556,949,1217.7,95498.56,205.72,1.63125
Sugarcane,2019,Whole Year ,Himachal Pradesh,1603,36143,1217.7,275331.28,593.11,16.91166667
Turmeric,2019,Kharif     ,Himachal Pradesh,285,197,1217.7,48951.6,105.45,0.747777778
Urad,2019,Kharif     ,Himachal Pradesh,7017,5155,1217.7,1205239.92,2596.29,0.777272727
Wheat,2019,Rabi       ,Himachal Pradesh,319098,619689,1217.7,54808272.48,118066.26,1.7575
Arhar/Tur,2019,Kharif     ,Jharkhand,230559,241565,1137.8,39600813.84,85306.83,1.055416667
Bajra,2019,Kharif     ,Jharkhand,288,206,1137.8,49466.88,106.56,0.604615385
Castor seed,2019,Kharif     ,Jharkhand,58,35,1137.8,9962.08,21.46,0.525
Gram,2019,Rabi       ,Jharkhand,230073,275506,1137.8,39517338.48,85127.01,1.2225
Groundnut,2019,Kharif     ,Jharkhand,26088,28782,1137.8,4480874.88,9652.56,0.977916667
Horse-gram,2019,Kharif     ,Jharkhand,20264,13618,1137.8,3480544.64,7497.68,0.645238095
Jowar,2019,Kharif     ,Jharkhand,1796,1351,1137.8,308480.96,664.52,0.816470588
Linseed,2019,Rabi       ,Jharkhand,39541,23093,1137.8,6791562.16,14630.17,0.581666667
Maize,2019,Kharif     ,Jharkhand,249127,494885,1137.8,42790053.52,92176.99,2.047916667
Maize,2019,Rabi       ,Jharkhand,7644,16043,1137.8,1312933.44,2828.28,1.985238095
Masoor,2019,Rabi       ,Jharkhand,62319,52920,1137.8,10703911.44,23058.03,0.8275
Moong(Green Gram),2019,Kharif     ,Jharkhand,22936,18556,1137.8,3939487.36,8486.32,0.805652174
Niger seed,2019,Kharif     ,Jharkhand,3117,1496,1137.8,535375.92,1153.29,0.481666667
Other  Rabi pulses,2019,Rabi       ,Jharkhand,20712,14628,1137.8,3557493.12,7663.44,0.714166667
Other Kharif pulses,2019,Kharif     ,Jharkhand,17041,11694,1137.8,2926962.16,6305.17,0.630526316
Peas & beans (Pulses),2019,Rabi       ,Jharkhand,59138,74697,1137.8,10157542.88,21881.06,1.232083333
Ragi,2019,Kharif     ,Jharkhand,14584,12766,1137.8,2504947.84,5396.08,0.879444444
Rapeseed &Mustard,2019,Rabi       ,Jharkhand,291431,231354,1137.8,50056188.56,107829.47,0.800833333
Rice,2019,Kharif     ,Jharkhand,1357726,3612589,1137.8,233203017.8,502358.62,2.663333333
